1463572599.2542806		833.7794244289398		3.21198906862		0.151419442937
1463574963.0684128		920.5935888290405		3.25761729563		0.155883380176
1463635193.3488407		940.8738292455673		3.41104743099		0.159076091422
1463640067.566113		2125.0908061265945		3.47744977052		0.156632457162
1463741419.5352578		963.0215848684311		3.57484881784		0.385271176805
1463743841.76688		926.2871713638306		4.1831580703		0.511217944564
1463942072.8877962		1032.412918329239		5.08556274313		0.247229555216
1463944469.973092		679.4981435537338		5.12823681937		0.256893283148
1463982973.2365434		699.7615494728088		5.18126375534		0.258055842393
1463984719.4818647		779.0070049762726		5.309255188		0.258631558574
1464441585.487603		461.48758697509766		8.63548991096		0.678838560424
1464442949.842811		539.8428136110306		8.78686439489		0.478127450071
1464510142.7334986		507.73261201381683		9.66161009677		0.50753498139
1464512565.9876137		452.98686134815216		9.53251087965		0.513651358499
1464578371.7005045		801.7005167007446		10.4836114021		0.521136597696
1464580733.688315		751.6879607439041		10.3419972157		0.53720789842
1464960135.9420538		461.9421012401581		16.3592237064		0.962308474579
1464962237.085301		1390.0853484869003		16.0256004543		0.756087215548
1465016914.9771996		553.9772468805313		17.5693799139		1.00818694845
1465018259.234065		440.2341126203537		16.6544731541		0.948866392358
1465079925.1699362		550.169983625412		17.7027365147		1.03915968335
1465081886.776774		623.7768214941025		18.3078185106		0.959899297997
1465186327.3823519		487.3823993206024		22.1954020242		1.3994640227
1465324642.1518667		450.15191411972046		26.2692690711		1.94059036716
1465326487.2292964		418.1170709133148		27.2028485766		2.8373515093
1465412989.5805864		450.5806337594986		31.7576725277		2.94096609915
1465414648.0642972		451.0643446445465		30.1689439105		2.52902081687
1465501057.6481023		450.6481498479843		34.5617897821		4.04371719997
1465562534.3111181		357.31121587753296		34.9381580835		4.79031368295
1465581345.6248074		450.6249052286148		37.3194686985		4.70903887449
1465630001.638043		450.63814079761505		43.1448527691		6.67801706765
1465631723.6026216		450.6027194261551		36.7153691818		5.32956580238
1465746085.59789		450.59798753261566		36.5012141088		5.45705915188
1465759755.6640754		450.6641730070114		45.4370966184		9.36841616686
1465798121.6563826		450.6564801931381		54.3039574468		11.8319875575
1465799976.6642199		450.66431760787964		47.7492798168		10.6325709591
1466090813.0460672		451.04616498947144		37.6316131078		7.03917771159
1466112245.0978513		3608.097949028015		38.952733229		4.2253801608
1466128694.0521348		1801.052232503891		39.4161832636		5.09067322675
1466140403.6029716		2656.6030691862106		37.0982813853		3.74214934919
1466145119.0614612		451.0615589618683		35.8350843646		7.48470175124
1466187938.5719855		6686.572083234787		36.2892047627		2.85970187196
1466229796.616459		911.6165565252304		36.5834867592		5.37906022202
1466250179.645186		450.64528369903564		41.2908929653		7.17751742976
1466252592.1309683		451.1310660839081		39.0839582196		7.65462239708
1466285798.399463		3449.399560689926		39.9138850021		3.87484549821
1466329021.818688		2702.8187857866287		38.4325022542		5.74275182068
1466339914.7010155		2718.7011132240295		37.5732618034		4.74293191828
1466350823.7841246		2718.7842223644257		40.5394343359		5.0576264943
1466375999.752779		1814.7528766393661		35.613552031		4.3366472283
1466383310.2555015		1823.2555992603302		40.0137155669		5.14288687504
1466443092.271532		2380.2716299295425		44.5182280782		7.91451043336
1466578750.9686513		518.9687490463257		40.6847216176		7.7168034499
1466629745.6881213		11886.688218951225		44.4942033117		6.42330382034
1466647619.0998607		2606.0999584198		42.4695315238		7.28171105625
1466696360.0953445		908.0954421758652		58.2314909199		6.40286767935
1466735662.5730722		911.5731699466705		61.7588090211		7.37781674707
1466786359.1084456		909.1085433959961		71.404918735		8.88503895426
1466838928.6117544		908.6118522882462		70.6726141164		8.18325981333
